city,otherName,country,latitude,longitude,year,population,certainty,source,overlapCandidateCount
Eridu,,Iraq,30.8158379,45.99607031,-3700,6000,1,modelski_ancient,1
Eridu,,Iraq,30.8158379,45.99607031,-3500,10000,1,modelski_ancient,1
Larak,Kesh,Iraq,32.31273751,45.66099799,-3500,10000,1,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-3500,14000,1,modelski_ancient,1
Anshan,,Iran,30.01201958,52.40857658,-3300,10000,1,modelski_ancient,1
Eridu,,Iraq,30.8158379,45.99607031,-3300,10000,1,modelski_ancient,1
Larak,Kesh,Iraq,32.31273751,45.66099799,-3300,10000,1,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-3300,40000,1,modelski_ancient,1
Anshan,,Iran,30.01201958,52.40857658,-3000,10000,1,modelski_ancient,1
Eridu,,Iraq,30.8158379,45.99607031,-3000,10000,1,modelski_ancient,1
Larak,Kesh,Iraq,32.31273751,45.66099799,-3000,10000,1,modelski_ancient,1
Nagar,Tell Brak,Syria,36.66739231,41.05865393,-3000,20000,1,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-3000,10000,1,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-3000,40000,1,modelski_ancient,1
Adab,,Iraq,31.94700807,45.96842134,-2800,10000,1,modelski_ancient,1
Anshan,,Iran,30.01201958,52.40857658,-2800,10000,1,modelski_ancient,1
Kish,Qish,Iraq,32.55217989,44.5856425,-2800,30000,1,modelski_ancient,1
Larak,Kesh,Iraq,32.31273751,45.66099799,-2800,40000,1,modelski_ancient,1
Larsa,,Iraq,31.28397535,45.85304653,-2800,16000,1,modelski_ancient,1
Mari,,Syria,34.54962872,40.88925833,-2800,10000,1,modelski_ancient,1
Nagar,Tell Brak,Syria,36.66739231,41.05865393,-2800,20000,1,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-2800,10000,1,modelski_ancient,1
Shuruppak,,Iraq,31.77736278,45.50976115,-2800,30000,1,modelski_ancient,1
Umma,,Sumer,31.6211048,45.93344587,-2800,20000,1,modelski_ancient,1
Ur,,Iraq,30.962659,46.10321,-2800,12000,1,modelski_ancient,1
Urkesh,"Urkiesh, Urkish, Tell Mozan",Syria,37.056944,40.997222,-2800,10000,3,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-2800,80000,1,modelski_ancient,1
Zabalam,Zabala,Iraq,31.743333,45.876667,-2800,10000,2,modelski_ancient,1
Adab,,Iraq,31.94700807,45.96842134,-2500,20000,1,modelski_ancient,1
Akshak,,Iraq,33.94720142,44.24471719,-2500,10000,3,modelski_ancient,1
Anshan,,Iran,30.01201958,52.40857658,-2500,10000,1,modelski_ancient,1
Ebla,,Syria,35.79839754,36.79872812,-2500,30000,1,modelski_ancient,1
Harappa,,Pakistan,30.62983646,72.86614561,-2500,15000,1,modelski_ancient,1
Kish,Qish,Iraq,32.55217989,44.5856425,-2500,20000,1,modelski_ancient,1
Lagash,,Iraq,31.41480316,46.40981591,-2500,60000,1,modelski_ancient,1
Larak,Kesh,Iraq,32.31273751,45.66099799,-2500,10000,1,modelski_ancient,1
Larsa,,Iraq,31.28397535,45.85304653,-2500,10000,1,modelski_ancient,1
Mari,,Syria,34.54962872,40.88925833,-2500,50000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-2500,30000,2,modelski_ancient,1
Mohenjodaro,Mohenjo-daro,Pakistan,27.32533494,68.13293014,-2500,20000,1,modelski_ancient,1
Nagar,Tell Brak,Syria,36.66739231,41.05865393,-2500,15000,1,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-2500,20000,1,modelski_ancient,1
Shahr-e Sukhteh,Shakr-I-Sohta,Iran,30.595278,61.326389,-2500,20000,1,modelski_ancient,1
Shehna,"Tell Leilan, Shubat-Enlil",Syria,36.957222,41.505278,-2500,10000,3,modelski_ancient,1
Shuruppak,,Iraq,31.77736278,45.50976115,-2500,30000,1,modelski_ancient,1
Umma,,Sumer,31.6211048,45.93344587,-2500,40000,1,modelski_ancient,1
Ur,,Iraq,30.962659,46.10321,-2500,10000,1,modelski_ancient,1
Urkesh,"Urkiesh, Urkish, Tell Mozan",Syria,37.056944,40.997222,-2500,30000,3,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-2500,40000,1,modelski_ancient,1
Zabalam,Zabala,Iraq,31.743333,45.876667,-2500,10000,2,modelski_ancient,1
Adab,,Iraq,31.94700807,45.96842134,-2400,10000,1,modelski_ancient,1
Akshak,,Iraq,33.94720142,44.24471719,-2400,20000,3,modelski_ancient,1
Anshan,,Iran,30.01201958,52.40857658,-2400,10000,1,modelski_ancient,1
Ebla,,Syria,35.79839754,36.79872812,-2400,30000,1,modelski_ancient,1
Girsu,,Iraq,31.56002579,46.1754283,-2400,40000,1,modelski_ancient,1
Harappa,,Pakistan,30.62983646,72.86614561,-2400,20000,1,modelski_ancient,1
Heliopolis,,Egypt,30.129528,31.288889,-2400,10000,3,modelski_ancient,1
Lagash,,Iraq,31.41480316,46.40981591,-2400,30000,1,modelski_ancient,1
Larak,Kesh,Iraq,32.31273751,45.66099799,-2400,10000,1,modelski_ancient,1
Mari,,Syria,34.54962872,40.88925833,-2400,50000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-2400,30000,2,modelski_ancient,1
Mohenjodaro,Mohenjo-daro,Pakistan,27.32533494,68.13293014,-2400,40000,1,modelski_ancient,1
Nagar,Tell Brak,Syria,36.66739231,41.05865393,-2400,10000,1,modelski_ancient,1
Namazga-Tepe,Namazga-depe,Turkmenistan,37.372778,59.556944,-2400,10000,1,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-2400,20000,1,modelski_ancient,1
Shahr-e Sukhteh,Shakr-I-Sohta,Iran,30.595278,61.326389,-2400,20000,1,modelski_ancient,1
Shehna,"Tell Leilan, Shubat-Enlil",Syria,36.957222,41.505278,-2400,10000,3,modelski_ancient,1
Shuruppak,,Iraq,31.77736278,45.50976115,-2400,10000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-2400,10000,1,modelski_ancient,1
Umma,,Sumer,31.6211048,45.93344587,-2400,40000,1,modelski_ancient,1
Ur,,Iraq,30.962659,46.10321,-2400,10000,1,modelski_ancient,1
Urkesh,"Urkiesh, Urkish, Tell Mozan",Syria,37.056944,40.997222,-2400,30000,3,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-2400,30000,1,modelski_ancient,1
Zabalam,Zabala,Iraq,31.743333,45.876667,-2400,10000,2,modelski_ancient,1
Adab,,Iraq,31.94700807,45.96842134,-2300,10000,1,modelski_ancient,1
Anshan,,Iran,30.01201958,52.40857658,-2300,10000,1,modelski_ancient,1
Dholavira,,India,23.886111,70.216667,-2300,15000,1,modelski_ancient,1
Ebla,,Syria,35.79839754,36.79872812,-2300,30000,1,modelski_ancient,1
Girsu,,Iraq,31.56002579,46.1754283,-2300,80000,1,modelski_ancient,1
Harappa,,Pakistan,30.62983646,72.86614561,-2300,20000,1,modelski_ancient,1
Heliopolis,,Egypt,30.129528,31.288889,-2300,10000,3,modelski_ancient,1
Larak,Kesh,Iraq,32.31273751,45.66099799,-2300,10000,1,modelski_ancient,1
Mari,,Syria,34.54962872,40.88925833,-2300,50000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-2300,30000,2,modelski_ancient,1
Mohenjodaro,Mohenjo-daro,Pakistan,27.32533494,68.13293014,-2300,40000,1,modelski_ancient,1
Nagar,Tell Brak,Syria,36.66739231,41.05865393,-2300,20000,1,modelski_ancient,1
Namazga-Tepe,Namazga-depe,Turkmenistan,37.372778,59.556944,-2300,10000,1,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-2300,30000,1,modelski_ancient,1
Rakhigarhi,Rakhi Garhi,India,29.288611,76.113056,-2300,10000,1,modelski_ancient,1
Shahr-e Sukhteh,Shakr-I-Sohta,Iran,30.595278,61.326389,-2300,10000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-2300,10000,1,modelski_ancient,1
Tell Taya,Samiatum,Iraq,36.33261877,42.4937529,-2300,15000,1,modelski_ancient,1
Titris Hoyuk,,Turkey,37.47622,38.676116,-2300,10000,3,modelski_ancient,1
Umma,,Sumer,31.6211048,45.93344587,-2300,40000,1,modelski_ancient,1
Ur,,Iraq,30.962659,46.10321,-2300,20000,1,modelski_ancient,1
Urkesh,"Urkiesh, Urkish, Tell Mozan",Syria,37.056944,40.997222,-2300,20000,3,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-2300,30000,1,modelski_ancient,1
Zabalam,Zabala,Iraq,31.743333,45.876667,-2300,10000,2,modelski_ancient,1
Ebla,,Syria,35.79839754,36.79872812,-2250,30000,1,chandler,1
Nippur,,Iraq,32.12693858,45.23078534,-2250,30000,1,chandler,1
Adab,,Iraq,31.94700807,45.96842134,-2200,30000,1,modelski_ancient,1
Akkad,,Iraq,32.77156192,44.32045916,-2200,30000,2,modelski_ancient,1
Anshan,,Iran,30.01201958,52.40857658,-2200,10000,1,modelski_ancient,1
Dholavira,,India,23.886111,70.216667,-2200,15000,1,modelski_ancient,1
Girsu,,Iraq,31.56002579,46.1754283,-2200,50000,1,modelski_ancient,1
Harappa,,Pakistan,30.62983646,72.86614561,-2200,20000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-2200,30000,2,modelski_ancient,1
Mohenjodaro,Mohenjo-daro,Pakistan,27.32533494,68.13293014,-2200,40000,1,modelski_ancient,1
Nagar,Tell Brak,Syria,36.66739231,41.05865393,-2200,15000,1,modelski_ancient,1
Namazga-Tepe,Namazga-depe,Turkmenistan,37.372778,59.556944,-2200,10000,1,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-2200,30000,1,modelski_ancient,1
Rakhigarhi,Rakhi Garhi,India,29.288611,76.113056,-2200,10000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-2200,10000,1,modelski_ancient,1
Titris Hoyuk,,Turkey,37.47622,38.676116,-2200,10000,3,modelski_ancient,1
Umma,,Sumer,31.6211048,45.93344587,-2200,10000,1,modelski_ancient,1
Ur,,Iraq,30.962659,46.10321,-2200,40000,1,modelski_ancient,1
Zabalam,Zabala,Iraq,31.743333,45.876667,-2200,10000,2,modelski_ancient,1
Adab,,Iraq,31.94700807,45.96842134,-2100,10000,1,modelski_ancient,1
Anshan,,Iran,30.01201958,52.40857658,-2100,10000,1,modelski_ancient,1
Dholavira,,India,23.886111,70.216667,-2100,10000,1,modelski_ancient,1
Girsu,,Iraq,31.56002579,46.1754283,-2100,80000,1,modelski_ancient,1
Harappa,,Pakistan,30.62983646,72.86614561,-2100,15000,1,modelski_ancient,1
Mari,,Syria,34.54962872,40.88925833,-2100,30000,1,modelski_ancient,1
Mohenjodaro,Mohenjo-daro,Pakistan,27.32533494,68.13293014,-2100,20000,1,modelski_ancient,1
Nagar,Tell Brak,Syria,36.66739231,41.05865393,-2100,10000,1,modelski_ancient,1
Namazga-Tepe,Namazga-depe,Turkmenistan,37.372778,59.556944,-2100,10000,1,modelski_ancient,1
Nina,Surghul,Iraq,31.411389,46.407222,-2100,10000,3,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-2100,30000,1,modelski_ancient,1
Rakhigarhi,Rakhi Garhi,India,29.288611,76.113056,-2100,10000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-2100,10000,1,modelski_ancient,1
Umma,,Sumer,31.6211048,45.93344587,-2100,20000,1,modelski_ancient,1
Ur,,Iraq,30.962659,46.10321,-2100,100000,1,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-2100,30000,1,modelski_ancient,1
Zabalam,Zabala,Iraq,31.743333,45.876667,-2100,10000,2,modelski_ancient,1
Adab,,Iraq,31.94700807,45.96842134,-2000,10000,1,modelski_ancient,1
Anshan,,Iran,30.01201958,52.40857658,-2000,10000,1,modelski_ancient,1
Dholavira,,India,23.886111,70.216667,-2000,10000,1,modelski_ancient,1
Girsu,,Iraq,31.56002579,46.1754283,-2000,40000,1,modelski_ancient,1
Harappa,,Pakistan,30.62983646,72.86614561,-2000,10000,1,modelski_ancient,1
Isin,,Iraq,31.88487801,45.2692575,-2000,40000,1,modelski_ancient,1
Larsa,,Iraq,31.28397535,45.85304653,-2000,40000,1,modelski_ancient,1
Mari,,Syria,34.54962872,40.88925833,-2000,30000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-2000,60000,2,chandler,1
Mohenjodaro,Mohenjo-daro,Pakistan,27.32533494,68.13293014,-2000,10000,1,modelski_ancient,1
Mundigak,,Afghanistan,31.90671754,65.49785591,-2000,10000,1,modelski_ancient,1
Namazga-Tepe,Namazga-depe,Turkmenistan,37.372778,59.556944,-2000,10000,1,modelski_ancient,1
Nina,Surghul,Iraq,31.411389,46.407222,-2000,10000,3,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-2000,30000,1,modelski_ancient,1
Rakhigarhi,Rakhi Garhi,India,29.288611,76.113056,-2000,10000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-2000,25000,1,modelski_ancient,2
Umma,,Sumer,31.6211048,45.93344587,-2000,25000,1,modelski_ancient,1
Ur,,Iraq,30.962659,46.10321,-2000,20000,1,modelski_ancient,2
Uruk,Erech,Iraq,31.322222,45.636111,-2000,30000,1,modelski_ancient,1
Zabalam,Zabala,Iraq,31.743333,45.876667,-2000,10000,2,modelski_ancient,1
Adab,,Iraq,31.94700807,45.96842134,-1900,10000,1,modelski_ancient,1
Assur,Ashur,Iraq,35.456667,43.2625,-1900,10000,1,modelski_ancient,1
Dilmun,,Iraq,26.12163972,50.49894117,-1900,10000,1,modelski_ancient,1
Ebla,,Syria,35.79839754,36.79872812,-1900,10000,1,modelski_ancient,1
Elephantine,,Egypt,24.083333,32.883333,-1900,16000,1,modelski_ancient,1
Isin,,Iraq,31.88487801,45.2692575,-1900,40000,1,modelski_ancient,1
Larsa,,Iraq,31.28397535,45.85304653,-1900,40000,1,modelski_ancient,1
Mari,,Syria,34.54962872,40.88925833,-1900,30000,1,modelski_ancient,1
Mundigak,,Afghanistan,31.90671754,65.49785591,-1900,10000,1,modelski_ancient,1
Nagar,Tell Brak,Syria,36.66739231,41.05865393,-1900,10000,1,modelski_ancient,1
Nina,Surghul,Iraq,31.411389,46.407222,-1900,10000,3,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-1900,20000,1,modelski_ancient,1
Ur,,Iraq,30.962659,46.10321,-1900,10000,1,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-1900,30000,1,modelski_ancient,1
Zabalam,Zabala,Iraq,31.743333,45.876667,-1900,10000,2,modelski_ancient,1
Adab,,Iraq,31.94700807,45.96842134,-1800,10000,1,modelski_ancient,1
Aleppo,,Syria,36.216667,37.166667,-1800,10000,2,modelski_ancient,1
Anshan,,Iran,30.01201958,52.40857658,-1800,10000,1,modelski_ancient,1
Assur,Ashur,Iraq,35.456667,43.2625,-1800,15000,1,modelski_ancient,1
Avaris,near Pi-Rameses,Egypt,30.78629566,31.82221773,-1800,20000,1,modelski_ancient,1
Badtibira,,Iraq,31.766667,46.004444,-1800,10000,1,modelski_ancient,1
Ebla,,Syria,35.79839754,36.79872812,-1800,10000,1,modelski_ancient,1
Elephantine,,Egypt,24.083333,32.883333,-1800,16000,1,modelski_ancient,1
Eshnunna,Tell Asmar,Iraq,33.484167,44.728333,-1800,10000,1,modelski_ancient,1
Hazor,Tel Hazor,Israel,33.01745538,35.5685014,-1800,16000,1,modelski_ancient,1
Isin,,Iraq,31.88487801,45.2692575,-1800,20000,1,modelski_ancient,1
Larsa,,Iraq,31.28397535,45.85304653,-1800,40000,1,modelski_ancient,1
Mari,,Syria,34.54962872,40.88925833,-1800,60000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-1800,30000,2,modelski_ancient,1
Mohenjodaro,Mohenjo-daro,Pakistan,27.32533494,68.13293014,-1800,20000,1,chandler,1
Mundigak,,Afghanistan,31.90671754,65.49785591,-1800,10000,1,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-1800,20000,1,modelski_ancient,1
Qatna,,Syria,34.835,36.865833,-1800,20000,1,modelski_ancient,1
Shehna,"Tell Leilan, Shubat-Enlil",Syria,36.957222,41.505278,-1800,10000,3,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-1800,10000,1,modelski_ancient,2
Thebes,Waset,Egypt,25.720556,32.610278,-1800,10000,1,modelski_ancient,1
Umma,,Sumer,31.6211048,45.93344587,-1800,40000,1,modelski_ancient,1
Zabalam,Zabala,Iraq,31.743333,45.876667,-1800,10000,2,modelski_ancient,1
Aleppo,,Syria,36.216667,37.166667,-1700,10000,2,modelski_ancient,1
Assur,Ashur,Iraq,35.456667,43.2625,-1700,10000,1,modelski_ancient,1
Avaris,near Pi-Rameses,Egypt,30.78629566,31.82221773,-1700,20000,1,modelski_ancient,1
Babylon,,Iraq,32.536389,44.420833,-1700,60000,1,modelski_ancient,1
Carchemish,Karkemish,Turkey/Syria,36.829722,38.015,-1700,10000,1,modelski_ancient,1
Ebla,,Syria,35.79839754,36.79872812,-1700,10000,1,modelski_ancient,1
Elephantine,,Egypt,24.083333,32.883333,-1700,16000,1,modelski_ancient,1
Erlitou,,China,34.701758,112.697078,-1700,40000,1,modelski_ancient,1
Knossos,,Greece,35.2979516,25.16329744,-1700,15000,1,modelski_ancient,1
Qatna,,Syria,34.835,36.865833,-1700,20000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-1700,10000,1,modelski_ancient,1
Thebes,Waset,Egypt,25.720556,32.610278,-1700,10000,1,modelski_ancient,1
Assur,Ashur,Iraq,35.456667,43.2625,-1600,10000,1,modelski_ancient,1
Avaris,near Pi-Rameses,Egypt,30.78629566,31.82221773,-1600,50000,1,modelski_ancient,2
Babylon,,Iraq,32.536389,44.420833,-1600,60000,1,modelski_ancient,2
Bo ,Yanshi,China,34.733333,112.783333,-1600,24000,1,modelski_ancient,1
Carchemish,Karkemish,Turkey/Syria,36.829722,38.015,-1600,20000,1,modelski_ancient,1
Hattusa,"Hattusah, Khattushash, Bogazkale",Turkey,40.021111,34.609722,-1600,30000,1,modelski_ancient,1
Hazor,Tel Hazor,Israel,33.01745538,35.5685014,-1600,20000,1,modelski_ancient,2
Knossos,,Greece,35.2979516,25.16329744,-1600,15000,1,modelski_ancient,1
Nineveh,,Iraq,36.359444,43.152778,-1600,10000,1,modelski_ancient,1
Qatna,,Syria,34.835,36.865833,-1600,20000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-1600,10000,1,modelski_ancient,2
Thebes,Waset,Egypt,25.720556,32.610278,-1600,10000,1,modelski_ancient,1
Akrotiri,,Greece,36.351389,25.403611,-1500,20000,1,modelski_ancient,1
Assur,Ashur,Iraq,35.456667,43.2625,-1500,10000,1,modelski_ancient,1
Carchemish,Karkemish,Turkey/Syria,36.829722,38.015,-1500,10000,1,modelski_ancient,1
Knossos,,Greece,35.2979516,25.16329744,-1500,50000,1,modelski_ancient,1
Nineveh,,Iraq,36.359444,43.152778,-1500,10000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-1500,10000,1,modelski_ancient,1
Thebes,Waset,Egypt,25.720556,32.610278,-1500,60000,1,modelski_ancient,1
Ao,Zhengzhou,China,34.766667,113.65,-1400,32000,2,modelski_ancient,1
Assur,Ashur,Iraq,35.456667,43.2625,-1400,10000,1,modelski_ancient,1
Carchemish,Karkemish,Turkey/Syria,36.829722,38.015,-1400,10000,1,modelski_ancient,1
Heliopolis,,Egypt,30.129528,31.288889,-1400,30000,3,modelski_ancient,1
Jarkutan,,Uzbekistan,39.750833,68.775833,-1400,20000,3,modelski_ancient,1
Kition,Citium ,Cyprus,34.916667,33.633333,-1400,30000,1,modelski_ancient,1
Nineveh,,Iraq,36.359444,43.152778,-1400,10000,1,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-1400,20000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-1400,10000,1,modelski_ancient,1
Thebes,Waset,Egypt,25.720556,32.610278,-1400,80000,1,modelski_ancient,1
Ugarit,,Syria,35.60228865,35.78656277,-1400,10000,1,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-1400,30000,1,modelski_ancient,1
Amarna,,Egypt,27.64528963,30.89624244,-1360,30000,1,chandler,1
Ao,Zhengzhou,China,34.766667,113.65,-1360,32000,2,chandler,1
Dur-Kurigalzu,,Iraq,33.35355825,44.20235367,-1360,40000,1,chandler,1
Hattusa,"Hattusah, Khattushash, Bogazkale",Turkey,40.021111,34.609722,-1360,45000,2,chandler,1
Hazor,Tel Hazor,Israel,33.01745538,35.5685014,-1360,24000,1,chandler,1
Heliopolis,,Egypt,30.129528,31.288889,-1360,30000,3,chandler,1
Knossos,,Greece,35.2979516,25.16329744,-1360,30000,1,chandler,1
Memphis,,Egypt,29.844722,31.250833,-1360,32000,2,chandler,1
Mycenae,,Greece,37.73038721,22.75788116,-1360,30000,1,chandler,1
Thebes,Waset,Egypt,25.720556,32.610278,-1360,80000,1,chandler,1
Ugarit,,Syria,35.60228865,35.78656277,-1360,24000,1,chandler,1
Uruk,Erech,Iraq,31.322222,45.636111,-1360,25000,2,chandler,1
Assur,Ashur,Iraq,35.456667,43.2625,-1300,15000,1,modelski_ancient,1
Carchemish,Karkemish,Turkey/Syria,36.829722,38.015,-1300,10000,1,modelski_ancient,1
Hattusa,"Hattusah, Khattushash, Bogazkale",Turkey,40.021111,34.609722,-1300,60000,1,modelski_ancient,1
Heliopolis,,Egypt,30.129528,31.288889,-1300,30000,3,modelski_ancient,1
Hermopolis,,Egypt,27.781389,30.803889,-1300,30000,1,modelski_ancient,1
Jarkutan,,Uzbekistan,39.750833,68.775833,-1300,20000,3,modelski_ancient,1
Kition,Citium ,Cyprus,34.916667,33.633333,-1300,30000,1,modelski_ancient,1
Nineveh,,Iraq,36.359444,43.152778,-1300,10000,1,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-1300,30000,1,modelski_ancient,1
Sapinuwa,Shapinuwa,Turkey,40.266667,35.25,-1300,75000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-1300,10000,1,modelski_ancient,1
Thebes,Waset,Egypt,25.720556,32.610278,-1300,80000,1,modelski_ancient,1
Troy,,Turkey,39.9575,26.238889,-1300,10000,1,modelski_ancient,1
Ugarit,,Syria,35.60228865,35.78656277,-1300,10000,1,modelski_ancient,1
Uruk,Erech,Iraq,31.322222,45.636111,-1300,30000,1,modelski_ancient,1
Yin,Yinxu,China,36.139444,114.303056,-1300,120000,1,modelski_ancient,1
Anyang,,China,36.09944,114.32889,-1200,30000,3,chandler,1
Argos,Argolis,Greece,37.63333,22.73333,-1200,24000,1,chandler,1
Assur,Ashur,Iraq,35.456667,43.2625,-1200,20000,1,modelski_ancient,1
Babylon,,Iraq,32.536389,44.420833,-1200,75000,1,modelski_ancient,1
Dur-Kurigalzu,,Iraq,33.35355825,44.20235367,-1200,40000,1,chandler,1
Dur-Untash,Chogha Zanbil,Iran,32.008333,48.520833,-1200,10000,1,modelski_ancient,1
Hattusa,"Hattusah, Khattushash, Bogazkale",Turkey,40.021111,34.609722,-1200,60000,1,modelski_ancient,2
Heliopolis,,Egypt,30.129528,31.288889,-1200,30000,3,modelski_ancient,1
Hermopolis,,Egypt,27.781389,30.803889,-1200,30000,1,modelski_ancient,1
Isin,,Iraq,31.88487801,45.2692575,-1200,40000,1,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-1200,75000,2,modelski_ancient,2
Mycenae,,Greece,37.73038721,22.75788116,-1200,30000,1,modelski_ancient,1
Navarino,Pylos,Greece,36.916667,21.7,-1200,10000,1,modelski_ancient,1
Nineveh,,Iraq,36.359444,43.152778,-1200,10000,1,modelski_ancient,1
Nippur,,Iraq,32.12693858,45.23078534,-1200,20000,1,modelski_ancient,1
Pi-Ramesses,,Egypt,30.798889,31.835833,-1200,160000,2,modelski_ancient,1
Sanxingdui,,China,30.993,104.2,-1200,35000,1,modelski_ancient,1
Sapinuwa,Shapinuwa,Turkey,40.266667,35.25,-1200,60000,1,modelski_ancient,1
Susa,,Iran,32.19085,48.246028,-1200,20000,1,modelski_ancient,2
Thebes,Waset,Egypt,25.720556,32.610278,-1200,150000,1,modelski_ancient,1
Ugarit,,Syria,35.60228865,35.78656277,-1200,10000,1,modelski_ancient,1
Yin,Yinxu,China,36.139444,114.303056,-1200,120000,1,modelski_ancient,1
Assur,Ashur,Iraq,35.456667,43.2625,-1100,12000,1,modelski_ancient,1
Babylon,,Iraq,32.536389,44.420833,-1100,75000,1,modelski_ancient,1
Heliopolis,,Egypt,30.129528,31.288889,-1100,20000,3,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-1100,100000,2,modelski_ancient,1
Nineveh,,Iraq,36.359444,43.152778,-1100,10000,1,modelski_ancient,1
Pi-Ramesses,,Egypt,30.798889,31.835833,-1100,120000,2,modelski_ancient,1
Thebes,Waset,Egypt,25.720556,32.610278,-1100,100000,1,modelski_ancient,1
Assur,Ashur,Iraq,35.456667,43.2625,-1000,12000,1,modelski_ancient,1
Babylon,,Iraq,32.536389,44.420833,-1000,100000,1,modelski_ancient,1
Heliopolis,,Egypt,30.129528,31.288889,-1000,20000,3,modelski_ancient,1
Luoyang,Honan,China,34.669722,112.442222,-1000,50000,2,chandler,1
Memphis,,Egypt,29.844722,31.250833,-1000,100000,2,modelski_ancient,1
Nineveh,,Iraq,36.359444,43.152778,-1000,10000,1,modelski_ancient,1
Pyongyang,"P'yongyang, Tonggoo",Dem. People's Republic of Korea,39.03385,125.75432,-1000,25000,1,chandler,1
Susa,,Iran,32.19085,48.246028,-1000,25000,1,chandler,1
Tanis,,Egypt,30.976944,31.88,-1000,35000,1,modelski_ancient,1
Thebes,Waset,Egypt,25.720556,32.610278,-1000,120000,1,modelski_ancient,1
Tyre,,Lebanon,33.27333,35.19389,-1000,10000,1,modelski_ancient,1
Babylon,,Iraq,32.536389,44.420833,-900,100000,1,modelski_ancient,1
Caracol,El Caracol,Mexico,20.6792,-88.5707,-900,100000,3,modelski_ancient,1
Memphis,,Egypt,29.844722,31.250833,-900,100000,2,modelski_ancient,1
Teotihuacan,,Mexico,19.69291001,-98.84606,-900,100000,1,modelski_ancient,1
Thebes,Waset,Egypt,25.720556,32.610278,-900,100000,1,modelski_ancient,1
Tikal,Tical,Guatemala,17.222094,-89.623614,-900,100000,1,modelski_ancient,1
Babylon,,Iraq,32.536389,44.420833,-800,100000,1,modelski_ancient,1
Caracol,El Caracol,Mexico,20.6792,-88.5707,-800,100000,3,modelski_ancient,1
Jerusalem,,Israel,31.76904,35.21633,-800,36000,1,chandler,1
Luoyang,Honan,China,34.669722,112.442222,-800,50000,2,chandler,1
Memphis,,Egypt,29.844722,31.250833,-800,100000,2,modelski_ancient,1
Nimrud,Calah,Iraq,36.09813154,43.32875612,-800,50000,1,chandler,1
Pyongyang,"P'yongyang, Tonggoo",Dem. People's Republic of Korea,39.03385,125.75432,-800,25000,1,chandler,1
Samaria,"Shomron, �omron ",Palestine,32.2761695611,35.19040505,-800,27000,1,chandler,1
Susa,,Iran,32.19085,48.246028,-800,27000,1,chandler,1
Teotihuacan,,Mexico,19.69291001,-98.84606,-800,150000,1,modelski_ancient,1
Thebes,Waset,Egypt,25.720556,32.610278,-800,100000,1,modelski_ancient,1
Tikal,Tical,Guatemala,17.222094,-89.623614,-800,100000,1,modelski_ancient,1
